Name,Fall,Year,Place,Type,Mass,Lat, Long,
Yamato 793165,FALSE,1979,Antarctica,H5,4.67 g,-76.71667,159.66667,
Yamato 793166,FALSE,1979,Antarctica,L6,5.7 g,-76.71667,159.66667,
Yamato 793167,FALSE,1979,Antarctica,H5,536 g,-76.71667,159.66667,
Yamato 793168,FALSE,1979,Antarctica,L6,3.86 kg,-76.71667,159.66667,
Yamato 793169,FALSE,1979,Antarctica,Lunar (gabbro),6.1 g,-76.71667,159.66667,
Yamato 793170,FALSE,1979,Antarctica,H4,38.1 g,-76.71667,159.66667,
Yamato 793171,FALSE,1979,Antarctica,L6,7.7 g,-76.71667,159.66667,
Yamato 793172,FALSE,1979,Antarctica,L6,13.2 g,-76.71667,159.66667,
Yamato 793173,FALSE,1979,Antarctica,Howardite,12.6 g,-76.71667,159.66667,
Yamato 793174,FALSE,1979,Antarctica,H6,30 g,-76.71667,159.66667,
Yamato 793175,FALSE,1979,Antarctica,H4,317 g,-76.71667,159.66667,
Yamato 793176,FALSE,1979,Antarctica,H4,5.9 g,-76.71667,159.66667,
Yamato 793177,FALSE,1979,Antarctica,H4,4.48 g,-76.71667,159.66667,
Yamato 793178,FALSE,1979,Antarctica,H4,1.63 g,-76.71667,159.66667,
Yamato 793179,FALSE,1979,Antarctica,H4,1.85 g,-76.71667,159.66667,
Yamato 793180,FALSE,1979,Antarctica,H4,1.11 g,-76.71667,159.66667,
Yamato 793181,FALSE,1979,Antarctica,H4,0.89 g,-76.71667,159.66667,
Yamato 793182,FALSE,1979,Antarctica,H4,2.04 g,-76.71667,159.66667,
Yamato 793183,FALSE,1979,Antarctica,H4,3.09 g,-76.71667,159.66667,
Yamato 793184,FALSE,1979,Antarctica,H4,8.2 g,-76.71667,159.66667,
Yamato 793185,FALSE,1979,Antarctica,H6,5.3 g,-76.71667,159.66667,
Yamato 793186,FALSE,1979,Antarctica,H6,81.4 g,-76.71667,159.66667,
Yamato 793187,FALSE,1979,Antarctica,H4,25.2 g,-76.71667,159.66667,
Yamato 793188,FALSE,1979,Antarctica,H6,135 g,-76.71667,159.66667,
Yamato 793189,FALSE,1979,Antarctica,L6,3.13 g,-76.71667,159.66667,
Yamato 793190,FALSE,1979,Antarctica,H4,46.3 g,-76.71667,159.66667,
Yamato 793191,FALSE,1979,Antarctica,H4,394 g,-76.71667,159.66667,
Yamato 793192,FALSE,1979,Antarctica,Howardite,23.7 g,-76.71667,159.66667,
Yamato 793193,FALSE,1979,Antarctica,H5,159.3 g,-76.71667,159.66667,
Yamato 793194,FALSE,1979,Antarctica,H5,26 g,-76.71667,159.66667,
Yamato 793195,FALSE,1979,Antarctica,L6,3.6 g,-76.71667,159.66667,
Yamato 793196,FALSE,1979,Antarctica,H4,2.3 g,-76.71667,159.66667,
Yamato 793197,FALSE,1979,Antarctica,H4,2.51 g,-76.71667,159.66667,
Yamato 793198,FALSE,1979,Antarctica,H5,3.35 g,-76.71667,159.66667,
Yamato 793199,FALSE,1979,Antarctica,H5,3.42 g,-76.71667,159.66667,
Yamato 793200,FALSE,1979,Antarctica,H4,3.56 g,-76.71667,159.66667,
Yamato 793201,FALSE,1979,Antarctica,L6,1087 g,-76.71667,159.66667,
Yamato 793202,FALSE,1979,Antarctica,H4,97 g,-76.71667,159.66667,
Yamato 793203,FALSE,1979,Antarctica,H4,274 g,-76.71667,159.66667,
Yamato 793204,FALSE,1979,Antarctica,H6,56.6 g,-76.71667,159.66667,
Yamato 793205,FALSE,1979,Antarctica,H6,39.7 g,-76.71667,159.66667,
Yamato 793206,FALSE,1979,Antarctica,H5,2.99 g,-76.71667,159.66667,
Yamato 793207,FALSE,1979,Antarctica,H6,3.87 g,-76.71667,159.66667,
Yamato 793208,FALSE,1979,Antarctica,H5,2.2 g,-76.71667,159.66667,
Yamato 793209,FALSE,1979,Antarctica,L6,14 g,-76.71667,159.66667,
Yamato 793210,FALSE,1979,Antarctica,L6,53.4 g,-76.71667,159.66667,
Yamato 793211,FALSE,1979,Antarctica,L6,43.5 g,-76.71667,159.66667,
Yamato 793212,FALSE,1979,Antarctica,L6,27.1 g,-76.71667,159.66667,
Yamato 793213,FALSE,1979,Antarctica,L6,14 g,-76.71667,159.66667,
Yamato 793214,FALSE,1979,Antarctica,LL5,3.11 kg,-76.71667,159.66667,
Yamato 793215,FALSE,1979,Antarctica,L6,24.3 g,-76.71667,159.66667,
Yamato 793216,FALSE,1979,Antarctica,L6,3.91 g,-76.71667,159.66667,
Yamato 793217,FALSE,1979,Antarctica,L6,0.58 g,-76.71667,159.66667,
Yamato 793218,FALSE,1979,Antarctica,H4,4.6 g,-76.71667,159.66667,
Yamato 793219,FALSE,1979,Antarctica,L6,326 g,-76.71667,159.66667,
Yamato 793220,FALSE,1979,Antarctica,L6,354 g,-76.71667,159.35472,
Yamato 793221,FALSE,1979,Antarctica,H5,14.7 g,-76.71667,159.66667,
Yamato 793222,FALSE,1979,Antarctica,H5,546 g,-76.71667,159.66667,
Yamato 793223,FALSE,1979,Antarctica,LL6,4.81 g,-76.71667,159.66667,
Yamato 793224,FALSE,1979,Antarctica,L6,179.4 g,-76.71667,159.66667,
Yamato 793225,FALSE,1979,Antarctica,EH6-an,75.6 g,-76.71667,159.66667,
Yamato 793226,FALSE,1979,Antarctica,L6,19.6 g,-76.71667,159.66667,
Yamato 793227,FALSE,1979,Antarctica,H5,4.91 g,-76.71667,159.66667,
Yamato 793228,FALSE,1979,Antarctica,L6,12.1 g,-76.71667,159.66667,
Yamato 793229,FALSE,1979,Antarctica,L5,31.4 g,-76.71667,159.66667,
Yamato 793230,FALSE,1979,Antarctica,H4,87 g,-76.71667,159.66667,
Yamato 793231,FALSE,1979,Antarctica,H4,7.6 g,-76.71667,159.66667,
Yamato 793232,FALSE,1979,Antarctica,H4,61.9 g,-76.71667,159.66667,
Yamato 793233,FALSE,1979,Antarctica,H6,21.3 g,-76.71667,159.33333,
Yamato 793234,FALSE,1979,Antarctica,H6,16.1 g,-76.71667,159.33333,
Yamato 793235,FALSE,1979,Antarctica,L6,18.13 kg,-76.71667,159.33333,
Yamato 793236,FALSE,1979,Antarctica,L6,33.3 g,-76.71667,159.33333,
Yamato 793237,FALSE,1979,Antarctica,L6,22.7 g,-76.71667,159.33333,
Yamato 793238,FALSE,1979,Antarctica,L6,19.8 g,-76.71667,159.33333,
Yamato 793239,FALSE,1979,Antarctica,H4,248 g,-76.71667,159.33333,
Yamato 793240,FALSE,1979,Antarctica,H4,54.5 g,-76.71667,159.33333,
Yamato 793241,FALSE,1979,Antarctica,L6,938 g,-76.71667,159.33333,
Yamato 793242,FALSE,1979,Antarctica,L6,223 g,-76.71667,159.33333,
Yamato 793243,FALSE,1979,Antarctica,H5,182.7 g,-76.71667,159.33333,
Yamato 793244,FALSE,1979,Antarctica,L4,9.9 g,-76.71667,159.33333,
Yamato 793245,FALSE,1979,Antarctica,L6,9.1 g,-76.71667,159.33333,
Yamato 793246,FALSE,1979,Antarctica,E4,6.9 g,-76.71667,159.33333,
Yamato 793247,FALSE,1979,Antarctica,L6,2.15 g,-76.71667,159.33333,
Yamato 793248,FALSE,1979,Antarctica,H4,0.62 g,-76.71667,159.33333,
Yamato 793249,FALSE,1979,Antarctica,LL4,292 g,-76.71667,159.33333,
Yamato 793250,FALSE,1979,Antarctica,H4,1.51 g,-76.71667,159.33333,
Yamato 793251,FALSE,1979,Antarctica,H5,844 g,-76.71667,159.33333,
Yamato 793252,FALSE,1979,Antarctica,Howardite,4.61 g,-76.71667,159.33333,
Yamato 793253,FALSE,1979,Antarctica,H4,217 g,-76.71667,159.33333,
Yamato 793254,FALSE,1979,Antarctica,H5,38.2 g,-76.71667,159.33333,
Yamato 793255,FALSE,1979,Antarctica,L3.8,29.9 g,-76.71667,159.33333,
Yamato 793256,FALSE,1979,Antarctica,H5,9.1 g,-76.71667,159.33333,
Yamato 793257,FALSE,1979,Antarctica,H6,11 g,-76.71667,159.33333,
Yamato 793258,FALSE,1979,Antarctica,EL6,8.2 g,-76.71667,159.33333,
Yamato 793259,FALSE,1979,Antarctica,H6,8 g,-76.71667,159.33333,
Yamato 793260,FALSE,1979,Antarctica,H3,7.4 g,-76.71667,159.33333,
Yamato 793261,FALSE,1979,Antarctica,CR2,3.67 g,-76.71667,159.33333,
Yamato 793262,FALSE,1979,Antarctica,H6,2.89 g,-76.71667,159.33333,
Yamato 793263,FALSE,1979,Antarctica,H4,2.03 g,-76.71667,159.33333,
Yamato 793264,FALSE,1979,Antarctica,L4,4.29 g,-76.71667,159.33333,
Yamato 793265,FALSE,1979,Antarctica,L4,4.09 g,-76.71667,159.33333,
Yamato 793266,FALSE,1979,Antarctica,LL4,0.87 g,-76.71667,159.33333,
Yamato 793267,FALSE,1979,Antarctica,H4,0.79 g,-76.71667,159.33333,
Yamato 793268,FALSE,1979,Antarctica,H3,2.1 g,-76.71667,159.33333,
Yamato 793269,FALSE,1979,Antarctica,LL5,2 g,-76.71667,159.33333,
Yamato 793270,FALSE,1979,Antarctica,H4,0.49 g,-76.71667,159.33333,
Yamato 793271,FALSE,1979,Antarctica,L6,0.88 g,-76.71667,159.33333,
Yamato 793272,FALSE,1979,Antarctica,L3.5,96 g,-76.71667,159.33333,
Yamato 793273,FALSE,1979,Antarctica,H6,97.2 g,-76.71667,159.33333,
Yamato 793275,FALSE,1979,Antarctica,H3.8,52.6 g,-76.71667,159.33333,
Yamato 793276,FALSE,1979,Antarctica,H5,4.39 g,-76.71667,159.33333,
Yamato 793277,FALSE,1979,Antarctica,C,2.23 g,-76.71667,159.33333,
Yamato 793278,FALSE,1979,Antarctica,H4,253 g,-76.71667,159.33333,
Yamato 793279,FALSE,1979,Antarctica,H5,18.8 g,-76.71667,159.33333,
Yamato 793280,FALSE,1979,Antarctica,L6,28.4 g,-76.71667,159.33333,
Yamato 793281,FALSE,1979,Antarctica,H6,4.37 g,-76.71667,159.33333,
Yamato 793282,FALSE,1979,Antarctica,H4,1.11 g,-76.71667,159.33333,
Yamato 793283,FALSE,1979,Antarctica,H6,817 g,-76.71667,159.33333,
Yamato 793284,FALSE,1979,Antarctica,H4,398 g,-76.71667,159.33333,
Yamato 793285,FALSE,1979,Antarctica,L6,311 g,-76.71667,159.33333,
Yamato 793286,FALSE,1979,Antarctica,H5,24.8 g,-76.71667,159.33333,
Yamato 793287,FALSE,1979,Antarctica,H5,80.7 g,-76.71667,159.33333,
Yamato 793288,FALSE,1979,Antarctica,H5,33 g,-76.71667,159.33333,
Yamato 793289,FALSE,1979,Antarctica,H5,16.2 g,-76.71667,159.33333,
Yamato 793290,FALSE,1979,Antarctica,H5,16.5 g,-76.71667,159.33333,
Yamato 793291,FALSE,1979,Antarctica,L6,13.8 g,-76.71667,159.33333,
Yamato 793292,FALSE,1979,Antarctica,H4,13.8 g,-76.71667,159.33333,
Yamato 793293,FALSE,1979,Antarctica,H4,12.5 g,-76.71667,159.33333,
Yamato 793294,FALSE,1979,Antarctica,H4,10.1 g,-76.71667,159.33333,
Yamato 793295,FALSE,1979,Antarctica,H4,5.6 g,-76.71667,159.33333,
Yamato 793296,FALSE,1979,Antarctica,L6,5.5 g,-76.71667,159.33333,
Yamato 793297,FALSE,1979,Antarctica,L6,7.1 g,-76.71667,159.33333,
Yamato 793298,FALSE,1979,Antarctica,H4,4.04 g,-76.71667,159.33333,
Yamato 793299,FALSE,1979,Antarctica,H6,8.7 g,-76.71667,159.33333,
Yamato 793300,FALSE,1979,Antarctica,H5,3.8 g,-76.71667,159.33333,
Yamato 793301,FALSE,1979,Antarctica,H4,5.2 g,-76.71667,159.33333,
Yamato 793302,FALSE,1979,Antarctica,H6,5.5 g,-76.71667,159.33333,
Yamato 793303,FALSE,1979,Antarctica,H3,3.51 g,-76.71667,159.33333,
Yamato 793304,FALSE,1979,Antarctica,H5,2.72 g,-76.71667,159.33333,
Yamato 793305,FALSE,1979,Antarctica,H4,2 g,-76.71667,159.33333,
Yamato 793306,FALSE,1979,Antarctica,H4,2.14 g,-76.71667,159.33333,
Yamato 793307,FALSE,1979,Antarctica,L3,1.81 g,-76.71667,159.33333,
Yamato 793308,FALSE,1979,Antarctica,H6,1.36 g,-76.71667,159.33333,
Yamato 793309,FALSE,1979,Antarctica,H4,1.59 g,-76.71667,159.33333,
Yamato 793310,FALSE,1979,Antarctica,H3,1.71 g,-76.71667,159.33333,
Yamato 793311,FALSE,1979,Antarctica,L6,1.18 g,-76.71667,159.33333,
Yamato 793312,FALSE,1979,Antarctica,H4,1.38 g,-76.71667,159.33333,
Yamato 793313,FALSE,1979,Antarctica,H6,0.71 g,-76.71667,159.33333,
Yamato 793314,FALSE,1979,Antarctica,H5,0.7 g,-76.71667,159.33333,
Yamato 793315,FALSE,1979,Antarctica,Stone-uncl,0.13 g,-76.71667,159.33333,
Yamato 793316,FALSE,1979,Antarctica,Doubtful meteorite,2.48 g,-76.71667,159.33333,
Yamato 793317,FALSE,1979,Antarctica,L6,0.95 g,-76.71667,159.33333,
Yamato 793318,FALSE,1979,Antarctica,L6,0.77 g,-76.71667,159.33333,
Yamato 793319,FALSE,1979,Antarctica,LL6,2.8 g,-76.71667,159.33333,
Yamato 793320,FALSE,1979,Antarctica,LL6,2.49 g,-76.71667,159.33333,
Yamato 793322,FALSE,1979,Antarctica,LL6,10.6 g,-76.71667,159.33333,
Yamato 793323,FALSE,1979,Antarctica,H4,25.5 g,-76.71667,159.33333,
Yamato 793324,FALSE,1979,Antarctica,H5,1.97 g,-76.71667,159.33333,
Yamato 793325,FALSE,1979,Antarctica,L3.9,41.7 g,-76.71667,159.33333,
Yamato 793326,FALSE,1979,Antarctica,H3,7.4 g,-76.71667,159.33333,
Yamato 793327,FALSE,1979,Antarctica,H3,2.42 g,-76.71667,159.33333,
Yamato 793328,FALSE,1979,Antarctica,H4,3.44 g,-76.71667,159.33333,
Yamato 793329,FALSE,1979,Antarctica,H4,9.9 g,-76.71667,159.33333,
Yamato 793330,FALSE,1979,Antarctica,L6,1.19 g,-76.71667,159.33333,
Yamato 793331,FALSE,1979,Antarctica,Eucrite-pmict,4.41 g,-76.71667,159.33333,
Yamato 793332,FALSE,1979,Antarctica,H4,7.5 g,-76.71667,159.33333,
Yamato 793333,FALSE,1979,Antarctica,H5,36.6 g,-76.71667,159.33333,
Yamato 793334,FALSE,1979,Antarctica,H5,5.9 g,-76.71667,159.33333,
Yamato 793335,FALSE,1979,Antarctica,H5,1.92 g,-76.71667,159.33333,
Yamato 793336,FALSE,1979,Antarctica,LL6,0.86 g,-76.71667,159.33333,
Yamato 793337,FALSE,1979,Antarctica,H6,302 g,-76.71667,159.33333,
Yamato 793338,FALSE,1979,Antarctica,H4,11.9 g,-76.71667,159.33333,
Yamato 793339,FALSE,1979,Antarctica,H4,15 g,-76.71667,159.33333,
Yamato 793340,FALSE,1979,Antarctica,H4,10.9 g,-76.71667,159.33333,
Yamato 793341,FALSE,1979,Antarctica,H4,10.4 g,-76.71667,159.33333,
Yamato 793342,FALSE,1979,Antarctica,H4,10.1 g,-76.71667,159.33333,
Yamato 793343,FALSE,1979,Antarctica,H4,8.1 g,-76.71667,159.33333,
Yamato 793344,FALSE,1979,Antarctica,H4,8.5 g,-76.71667,159.33333,
Yamato 793345,FALSE,1979,Antarctica,H4,8.9 g,-76.71667,159.33333,
Yamato 793346,FALSE,1979,Antarctica,H4,9.3 g,-76.71667,159.33333,
Yamato 793347,FALSE,1979,Antarctica,H4,7.1 g,-76.71667,159.33333,
Yamato 793348,FALSE,1979,Antarctica,H4,9.1 g,-76.71667,159.33333,
Yamato 793349,FALSE,1979,Antarctica,H4,6.1 g,-76.71667,159.33333,
Yamato 793350,FALSE,1979,Antarctica,H4,9 g,-76.71667,159.66667,
Yamato 793351,FALSE,1979,Antarctica,H4,8.8 g,-76.71667,159.66667,
Yamato 793352,FALSE,1979,Antarctica,H4,7.4 g,-76.71667,159.66667,
Yamato 793353,FALSE,1979,Antarctica,H4,7.7 g,-76.71667,159.66667,
Yamato 793354,FALSE,1979,Antarctica,H4,5 g,-76.71667,159.66667,
Yamato 793355,FALSE,1979,Antarctica,H4,5.6 g,-76.71667,159.66667,
Yamato 793356,FALSE,1979,Antarctica,H4,4.52 g,-76.71667,159.66667,
Yamato 793357,FALSE,1979,Antarctica,H4,3.67 g,-76.71667,159.66667,
Yamato 793358,FALSE,1979,Antarctica,H4,3.61 g,-76.71667,159.66667,
Yamato 793359,FALSE,1979,Antarctica,H4,3.26 g,-76.71667,159.66667,
Yamato 793360,FALSE,1979,Antarctica,H4,2.09 g,-76.71667,159.66667,
Yamato 793361,FALSE,1979,Antarctica,H4,1.16 g,-76.71667,159.66667,
Yamato 793362,FALSE,1979,Antarctica,H4,2.95 g,-76.71667,159.66667,
Yamato 793363,FALSE,1979,Antarctica,H6,1.15 g,-76.71667,159.66667,
Yamato 793364,FALSE,1979,Antarctica,H4,0.95 g,-76.71667,159.66667,
Yamato 793365,FALSE,1979,Antarctica,H4,1.42 g,-76.71667,159.66667,
Yamato 793366,FALSE,1979,Antarctica,H4,0.77 g,-76.71667,159.66667,
Yamato 793367,FALSE,1979,Antarctica,L6,1.48 g,-76.71667,159.66667,
Yamato 793368,FALSE,1979,Antarctica,H4,10.9 g,-76.71667,159.66667,
Yamato 793369,FALSE,1979,Antarctica,L3.5,43.6 g,-76.71667,159.66667,
Yamato 793370,FALSE,1979,Antarctica,L3.9,22.3 g,-76.71667,159.66667,
Yamato 793371,FALSE,1979,Antarctica,H3,4.84 g,-76.71667,159.66667,
Yamato 793372,FALSE,1979,Antarctica,H4,9.6 g,-76.71667,159.66667,
Yamato 793373,FALSE,1979,Antarctica,H4,78 g,-76.71667,159.66667,
Yamato 793374,FALSE,1979,Antarctica,L3.6,207 g,-76.71667,159.66667,
Yamato 793375,FALSE,1979,Antarctica,L3.6,4.86 kg,-76.71667,159.66667,
Yamato 793376,FALSE,1979,Antarctica,H4,19.3 g,-76.71667,159.66667,
Yamato 793377,FALSE,1979,Antarctica,H6,11.1 g,-76.71667,159.66667,
Yamato 793378,FALSE,1979,Antarctica,H5,62.1 g,-76.71667,159.66667,
Yamato 793379,FALSE,1979,Antarctica,LL6,11.5 g,-76.71667,159.66667,
Yamato 793380,FALSE,1979,Antarctica,LL6,4.68 g,-76.71667,159.66667,
Yamato 793381,FALSE,1979,Antarctica,H3,5.6 g,-76.71667,159.66667,
Yamato 793382,FALSE,1979,Antarctica,L3,5.7 g,-76.71667,159.66667,
Yamato 793383,FALSE,1979,Antarctica,H4,1.29 g,-76.71667,159.66667,
Yamato 793384,FALSE,1979,Antarctica,LL3.1,12.2 g,-76.71667,159.66667,
Yamato 793385,FALSE,1979,Antarctica,L6,44.3 g,-76.71667,159.66667,
Yamato 793386,FALSE,1979,Antarctica,H4,132.6 g,-76.71667,159.66667,
Yamato 793387,FALSE,1979,Antarctica,H4,17.3 g,-76.71667,159.66667,
Yamato 793388,FALSE,1979,Antarctica,H,8.2 g,-76.71667,159.66667,
Yamato 793389,FALSE,1979,Antarctica,H4,3.96 g,-76.71667,159.66667,
Yamato 793390,FALSE,1979,Antarctica,H5,18.2 g,-76.71667,159.66667,
Yamato 793391,FALSE,1979,Antarctica,H5,1.8 g,-76.71667,159.66667,
Yamato 793392,FALSE,1979,Antarctica,L4,83.1 g,-76.71667,159.66667,
Yamato 793393,FALSE,1979,Antarctica,H4,4.29 g,-76.71667,159.66667,
Yamato 793394,FALSE,1979,Antarctica,L6,226 g,-76.71667,159.66667,
Yamato 793395,FALSE,1979,Antarctica,L6,3.12 g,-76.71667,159.66667,
Yamato 793396,FALSE,1979,Antarctica,L3.7,364 g,-76.71667,159.66667,
Yamato 793397,FALSE,1979,Antarctica,L5,254 g,-76.71667,159.66667,
Yamato 793398,FALSE,1979,Antarctica,H4,16 g,-76.71667,159.66667,
Yamato 793399,FALSE,1979,Antarctica,L6,9.6 g,-76.71664,158.73072,
Yamato 793400,FALSE,1979,Antarctica,L4,8 g,-76.71662,158.73396,
Yamato 793401,FALSE,1979,Antarctica,L6,2.55 kg,-76.71602,158.73123,
Yamato 793402,FALSE,1979,Antarctica,L6,161.4 g,-76.71601,158.74679,
Yamato 793403,FALSE,1979,Antarctica,H4,287 g,-76.71597,159.36685,
Yamato 793404,FALSE,1979,Antarctica,H4,6.2 g,-76.71561,159.37424,
Yamato 793405,FALSE,1979,Antarctica,H4,6 g,-76.71556,159.28917,
Yamato 793406,FALSE,1979,Antarctica,H6,4.49 g,-76.71543,159.36496,
Yamato 793407,FALSE,1979,Antarctica,H6,2.15 g,-76.71496,158.78541,
Yamato 793408,FALSE,1979,Antarctica,H3.2-an,1140 g,-76.71493,159.36729,
Yamato 793409,FALSE,1979,Antarctica,H5,540 g,-76.7147,158.74467,
Yamato 793410,FALSE,1979,Antarctica,H4,45.4 g,-76.7147,158.74467,
Yamato 793411,FALSE,1979,Antarctica,L6,48.9 g,-76.7147,158.77672,
Yamato 793412,FALSE,1979,Antarctica,H4,53.8 g,-76.71464,158.79803,
Yamato 793413,FALSE,1979,Antarctica,H4,14.1 g,-76.71452,158.79664,
Yamato 793414,FALSE,1979,Antarctica,H4,15.2 g,-76.71444,158.70131,
Yamato 793415,FALSE,1979,Antarctica,H4,9.7 g,-76.71427,158.77844,
Yamato 793416,FALSE,1979,Antarctica,L6,5.2 g,-76.71424,158.80149,
Yamato 793417,FALSE,1979,Antarctica,H6,6.9 g,-76.71419,158.7785,
Yamato 793418,FALSE,1979,Antarctica,H4,6.8 g,-76.71382,158.77108,
Yamato 793419,FALSE,1979,Antarctica,H4,1.01 g,-76.71372,158.77938,
Yamato 793420,FALSE,1979,Antarctica,Stone-uncl,0.6 g,-76.7137,158.78281,
Yamato 793421,FALSE,1979,Antarctica,L6,188.8 g,-76.71367,158.78126,
Yamato 793422,FALSE,1979,Antarctica,L6,78.5 g,-76.71356,158.77754,
Yamato 793423,FALSE,1979,Antarctica,L6,106.1 g,-76.71308,158.78166,
Yamato 793424,FALSE,1979,Antarctica,L6,13.2 g,-76.71303,158.79779,
Yamato 793425,FALSE,1979,Antarctica,L6,13.3 g,-76.71263,158.77862,
Yamato 793426,FALSE,1979,Antarctica,H4,10.6 g,-76.71255,158.7786,
Yamato 793427,FALSE,1979,Antarctica,H4,24.7 g,-76.71222,159.34444,
Yamato 793428,FALSE,1979,Antarctica,H4,23.1 g,-76.71222,159.34583,
Yamato 793429,FALSE,1979,Antarctica,H4,3.97 g,-76.71215,158.77527,
Yamato 793430,FALSE,1979,Antarctica,H4,3.42 g,-76.71192,158.78327,
Yamato 793431,FALSE,1979,Antarctica,H4,4.15 g,-76.7119,158.72942,
Yamato 793432,FALSE,1979,Antarctica,L6,14.7 g,-76.71176,158.7867,
Yamato 793433,FALSE,1979,Antarctica,E3,3.08 g,-76.71175,158.78789,
Yamato 793434,FALSE,1979,Antarctica,H4,6.5 g,-76.71162,159.15043,
Yamato 793435,FALSE,1979,Antarctica,H5,23.9 g,-76.71158,158.77453,
Yamato 793436,FALSE,1979,Antarctica,H6,1.28 g,-76.7114,158.77833,
Yamato 793437,FALSE,1979,Antarctica,H5,78.9 g,-76.71139,159.35889,
Yamato 793438,FALSE,1979,Antarctica,L6,12.2 g,-76.71128,158.79283,
Yamato 793439,FALSE,1979,Antarctica,L6,7.8 g,-76.71111,159.42472,
Yamato 793440,FALSE,1979,Antarctica,L6,0.4 g,-76.71105,158.74719,
Yamato 793441,FALSE,1979,Antarctica,H4,2.78 g,-76.71099,158.78637,
Yamato 793442,FALSE,1979,Antarctica,H5,2.4 g,-76.71094,158.74709,
Yamato 793443,FALSE,1979,Antarctica,L6,10.4 g,-76.71088,158.78134,
Yamato 793444,FALSE,1979,Antarctica,H4,1099 g,-76.71086,158.72872,
Yamato 793445,FALSE,1979,Antarctica,H4,60.5 g,-76.71086,159.15038,
Yamato 793446,FALSE,1979,Antarctica,H4,6.6 g,-76.71086,159.15038,
Yamato 793447,FALSE,1979,Antarctica,L4,141.4 g,-76.71086,159.15038,
Yamato 793448,FALSE,1979,Antarctica,L6,242 g,-76.71086,159.15038,
Yamato 793449,FALSE,1979,Antarctica,L6,103.8 g,-76.71074,158.78633,
Yamato 793450,FALSE,1979,Antarctica,L6,6.1 g,-76.71074,158.74629,
Yamato 793451,FALSE,1979,Antarctica,L6,4.29 g,-76.71059,158.78497,
Yamato 793452,FALSE,1979,Antarctica,L6,5.5 g,-76.71059,158.78497,
Yamato 793453,FALSE,1979,Antarctica,L6,3.78 g,-76.71049,158.78481,
Yamato 793454,FALSE,1979,Antarctica,L6,2.18 g,-76.71035,158.78026,
Yamato 793455,FALSE,1979,Antarctica,H3,8.3 g,-76.71033,158.78075,
Yamato 793456,FALSE,1979,Antarctica,H4,9.3 g,-76.71025,158.78377,
Yamato 793457,FALSE,1979,Antarctica,H4,10 g,-76.71015,158.78264,
Yamato 793458,FALSE,1979,Antarctica,H6,2.74 g,-76.71006,158.78252,
Yamato 793459,FALSE,1979,Antarctica,H4,8.6 g,-76.71,159.36917,
Yamato 793460,FALSE,1979,Antarctica,H4,7.6 g,-76.70984,159.3266,
Yamato 793461,FALSE,1979,Antarctica,H5,6.5 g,-76.70945,159.36889,
Yamato 793462,FALSE,1979,Antarctica,H6,2.09 g,-76.70944,159.38583,
Yamato 793463,FALSE,1979,Antarctica,H6,2.51 g,-76.70944,159.37,
Yamato 793464,FALSE,1979,Antarctica,L6,2.8 kg,-76.70917,159.38778,
Yamato 793465,FALSE,1979,Antarctica,L6,18.3 g,-76.70917,159.35916,
Yamato 793466,FALSE,1979,Antarctica,L6,13.2 g,-76.70911,158.73826,
Yamato 793467,FALSE,1979,Antarctica,L6,6.2 g,-76.70889,159.31167,
Yamato 793468,FALSE,1979,Antarctica,L6,8.4 g,-76.70806,159.30975,
Yamato 793469,FALSE,1979,Antarctica,L6,1.16 g,-76.70778,159.3675,
Yamato 793470,FALSE,1979,Antarctica,L6,101.4 g,-76.70778,159.37722,
Yamato 793471,FALSE,1979,Antarctica,H,16.3 g,-76.70741,159.32372,
Yamato 793472,FALSE,1979,Antarctica,H6,10.1 g,-76.70706,158.73423,
Yamato 793473,FALSE,1979,Antarctica,H4,6.1 g,-76.70667,159.41444,
Yamato 793474,FALSE,1979,Antarctica,H4,5.5 g,-76.70667,159.41417,
Yamato 793475,FALSE,1979,Antarctica,H6,4.83 g,-76.70667,159.30972,
Yamato 793476,FALSE,1979,Antarctica,H6,3.15 g,-76.7065,158.7323,
Yamato 793477,FALSE,1979,Antarctica,H4,7 g,-76.70624,159.3175,
Yamato 793478,FALSE,1979,Antarctica,H5,7.5 g,-76.70619,159.3658,
Yamato 793479,FALSE,1979,Antarctica,H5,5.1 g,-76.70611,159.41139,
Yamato 793480,FALSE,1979,Antarctica,L5,6.2 g,-76.70593,159.15664,
Yamato 793481,FALSE,1979,Antarctica,H6,72.2 g,-76.70592,159.39232,
Yamato 793482,FALSE,1979,Antarctica,LL6,56.1 g,-76.70583,159.25083,
Yamato 793483,FALSE,1979,Antarctica,L5,105.3 g,-76.70562,159.39189,
Yamato 793484,FALSE,1979,Antarctica,L5,15.3 g,-76.70558,158.77587,
Yamato 793485,FALSE,1979,Antarctica,L5,9 g,-76.70552,158.77583,
Yamato 793486,FALSE,1979,Antarctica,L6,0.87 g,-76.70552,158.77485,
Yamato 793487,FALSE,1979,Antarctica,L4,17.6 g,-76.70547,159.38484,
Yamato 793488,FALSE,1979,Antarctica,H6,6.1 g,-76.70541,159.38493,
Yamato 793489,FALSE,1979,Antarctica,L6,4.2 g,-76.70534,159.36925,
Yamato 793490,FALSE,1979,Antarctica,L6,1.79 g,-76.70528,159.32694,
Yamato 793491,FALSE,1979,Antarctica,H4,3.06 g,-76.70528,159.305,
