Name,Fall,Year,Place,Type,Mass,Lat, Long,
Yamato 792844,FALSE,1979,Antarctica,H5,3.64 g,-76.71667,159.66667,
Yamato 792845,FALSE,1979,Antarctica,Stone-uncl,3.17 g,-76.71667,159.66667,
Yamato 792846,FALSE,1979,Antarctica,Stone-uncl,1.9 g,-76.71667,159.66667,
Yamato 792847,FALSE,1979,Antarctica,Stone-uncl,2.29 g,-76.71667,159.66667,
Yamato 792848,FALSE,1979,Antarctica,Stone-uncl,1.79 g,-76.71667,159.66667,
Yamato 792849,FALSE,1979,Antarctica,Stone-uncl,1.67 g,-76.71667,159.66667,
Yamato 792850,FALSE,1979,Antarctica,Stone-uncl,1 g,-76.71667,159.66667,
Yamato 792851,FALSE,1979,Antarctica,H6,0.94 g,-76.71667,159.66667,
Yamato 792852,FALSE,1979,Antarctica,Stone-uncl,1.44 g,-76.71667,159.66667,
Yamato 792853,FALSE,1979,Antarctica,Stone-uncl,1.09 g,-76.71667,159.66667,
Yamato 792854,FALSE,1979,Antarctica,Stone-uncl,1.47 g,-76.71667,159.66667,
Yamato 792855,FALSE,1979,Antarctica,Stone-uncl,1.16 g,-76.71667,159.66667,
Yamato 792856,FALSE,1979,Antarctica,Stone-uncl,1.31 g,-76.71667,159.66667,
Yamato 792857,FALSE,1979,Antarctica,Stone-uncl,1.23 g,-76.71667,159.66667,
Yamato 792858,FALSE,1979,Antarctica,Stone-uncl,1.1 g,-76.71667,159.66667,
Yamato 792859,FALSE,1979,Antarctica,Stone-uncl,10.6 g,-76.71667,159.66667,
Yamato 792860,FALSE,1979,Antarctica,H4,15 g,-76.71667,159.66667,
Yamato 792861,FALSE,1979,Antarctica,H6,6.4 g,-76.71667,159.66667,
Yamato 792862,FALSE,1979,Antarctica,H6,150.8 g,-76.71667,159.66667,
Yamato 792863,FALSE,1979,Antarctica,H5,132.3 g,-76.71667,159.66667,
Yamato 792864,FALSE,1979,Antarctica,H4,53 g,-76.71667,159.66667,
Yamato 792865,FALSE,1979,Antarctica,H4,33.4 g,-76.71667,159.66667,
Yamato 792866,FALSE,1979,Antarctica,H4,15.6 g,-76.71667,159.66667,
Yamato 792867,FALSE,1979,Antarctica,H4,21 g,-76.71667,159.66667,
Yamato 792868,FALSE,1979,Antarctica,H4,13 g,-76.71667,159.66667,
Yamato 792869,FALSE,1979,Antarctica,H4,15.7 g,-76.71667,159.66667,
Yamato 792870,FALSE,1979,Antarctica,H4,13.6 g,-76.71667,159.66667,
Yamato 792871,FALSE,1979,Antarctica,Stone-uncl,11.2 g,-76.71667,159.66667,
Yamato 792872,FALSE,1979,Antarctica,H4,7.9 g,-76.71667,159.66667,
Yamato 792873,FALSE,1979,Antarctica,H4,9.2 g,-76.71667,159.66667,
Yamato 792874,FALSE,1979,Antarctica,Stone-uncl,4.22 g,-76.71667,159.66667,
Yamato 792875,FALSE,1979,Antarctica,H5,5.7 g,-76.71667,159.66667,
Yamato 792876,FALSE,1979,Antarctica,Stone-uncl,7 g,-76.71667,159.66667,
Yamato 792877,FALSE,1979,Antarctica,Stone-uncl,5.4 g,-76.71667,159.66667,
Yamato 792878,FALSE,1979,Antarctica,Stone-uncl,3.81 g,-76.71667,159.66667,
Yamato 792879,FALSE,1979,Antarctica,H4,4.44 g,-76.71667,159.66667,
Yamato 792880,FALSE,1979,Antarctica,H5,7.6 g,-76.71667,159.66667,
Yamato 792881,FALSE,1979,Antarctica,Stone-uncl,5.5 g,-76.71667,159.66667,
Yamato 792882,FALSE,1979,Antarctica,Stone-uncl,3.37 g,-76.71667,159.66667,
Yamato 792883,FALSE,1979,Antarctica,H5,3.83 g,-76.71667,159.66667,
Yamato 792884,FALSE,1979,Antarctica,Stone-uncl,5.2 g,-76.71667,159.66667,
Yamato 792885,FALSE,1979,Antarctica,Stone-uncl,2.94 g,-76.71667,159.66667,
Yamato 792886,FALSE,1979,Antarctica,Stone-uncl,1.62 g,-76.71667,159.66667,
Yamato 792887,FALSE,1979,Antarctica,Stone-uncl,1.96 g,-76.71667,159.66667,
Yamato 792888,FALSE,1979,Antarctica,Stone-uncl,2.56 g,-76.71667,159.66667,
Yamato 792889,FALSE,1979,Antarctica,Stone-uncl,3.29 g,-76.71667,159.66667,
Yamato 792890,FALSE,1979,Antarctica,Stone-uncl,2.74 g,-76.71667,159.66667,
Yamato 792891,FALSE,1979,Antarctica,H5,38.2 g,-76.71667,159.66667,
Yamato 792892,FALSE,1979,Antarctica,H6,26.9 g,-76.71667,159.66667,
Yamato 792893,FALSE,1979,Antarctica,H5,24.4 g,-76.71667,159.66667,
Yamato 792894,FALSE,1979,Antarctica,H4,15.1 g,-76.71667,159.66667,
Yamato 792895,FALSE,1979,Antarctica,H5,2.7 g,-76.71667,159.66667,
Yamato 792896,FALSE,1979,Antarctica,H5,2.17 g,-76.71667,159.66667,
Yamato 792897,FALSE,1979,Antarctica,H4,1.52 g,-76.71667,159.66667,
Yamato 792898,FALSE,1979,Antarctica,H4,56.7 g,-76.71667,159.66667,
Yamato 792899,FALSE,1979,Antarctica,H4,23.7 g,-76.71667,159.66667,
Yamato 792900,FALSE,1979,Antarctica,H4,18.5 g,-76.71667,159.66667,
Yamato 792901,FALSE,1979,Antarctica,H4,17.9 g,-76.71667,159.66667,
Yamato 792902,FALSE,1979,Antarctica,Stone-uncl,7.4 g,-76.71667,159.66667,
Yamato 792903,FALSE,1979,Antarctica,H4,9.1 g,-76.71667,159.66667,
Yamato 792904,FALSE,1979,Antarctica,L6,7.9 g,-76.71667,159.66667,
Yamato 792905,FALSE,1979,Antarctica,H4,8.7 g,-76.71667,159.66667,
Yamato 792906,FALSE,1979,Antarctica,H4,6.1 g,-76.71667,159.66667,
Yamato 792907,FALSE,1979,Antarctica,L6,4.65 g,-76.71667,159.66667,
Yamato 792908,FALSE,1979,Antarctica,Stone-uncl,2.56 g,-76.71667,159.66667,
Yamato 792909,FALSE,1979,Antarctica,L6,3.48 g,-76.71667,159.66667,
Yamato 792910,FALSE,1979,Antarctica,H4,5.8 g,-76.71667,159.66667,
Yamato 792911,FALSE,1979,Antarctica,L6,3.4 g,-76.71667,159.66667,
Yamato 792912,FALSE,1979,Antarctica,H4,2.37 g,-76.71667,159.66667,
Yamato 792913,FALSE,1979,Antarctica,H4,3.37 g,-76.71667,159.66667,
Yamato 792914,FALSE,1979,Antarctica,Stone-uncl,1.46 g,-76.71667,159.66667,
Yamato 792915,FALSE,1979,Antarctica,H3,0.37 g,-76.71667,159.66667,
Yamato 792916,FALSE,1979,Antarctica,L6,11.1 g,-76.71667,159.66667,
Yamato 792917,FALSE,1979,Antarctica,L6,6.1 g,-76.71667,159.66667,
Yamato 792918,FALSE,1979,Antarctica,L6,4.75 g,-76.71667,159.66667,
Yamato 792919,FALSE,1979,Antarctica,H4,106.1 g,-76.71667,159.66667,
Yamato 792920,FALSE,1979,Antarctica,H4,28.5 g,-76.71667,159.66667,
Yamato 792921,FALSE,1979,Antarctica,H4,10.1 g,-76.71667,159.66667,
Yamato 792922,FALSE,1979,Antarctica,H4,5.1 g,-76.71667,159.66667,
Yamato 792923,FALSE,1979,Antarctica,H4,0.3 g,-76.71667,159.66667,
Yamato 792924,FALSE,1979,Antarctica,H5,7.1 g,-76.71667,159.66667,
Yamato 792925,FALSE,1979,Antarctica,H6,3.57 g,-76.71667,159.66667,
Yamato 792926,FALSE,1979,Antarctica,H4,39.5 g,-76.71667,159.66667,
Yamato 792927,FALSE,1979,Antarctica,H3.7,25.8 g,-76.71667,159.66667,
Yamato 792928,FALSE,1979,Antarctica,H6,18.9 g,-76.71667,159.66667,
Yamato 792929,FALSE,1979,Antarctica,LL4,8.7 g,-76.71667,159.66667,
Yamato 792930,FALSE,1979,Antarctica,LL3,2.53 g,-76.71667,159.66667,
Yamato 792931,FALSE,1979,Antarctica,H4,74.3 g,-76.71667,159.66667,
Yamato 792932,FALSE,1979,Antarctica,H5,7.9 g,-76.71667,159.66667,
Yamato 792933,FALSE,1979,Antarctica,H6,6.2 g,-76.71667,159.66667,
Yamato 792934,FALSE,1979,Antarctica,L6,5.3 g,-76.71667,159.66667,
Yamato 792935,FALSE,1979,Antarctica,H5,760 g,-76.71667,159.66667,
Yamato 792936,FALSE,1979,Antarctica,H6,16.3 g,-76.71667,159.66667,
Yamato 792937,FALSE,1979,Antarctica,H4,21.2 g,-76.71667,159.66667,
Yamato 792938,FALSE,1979,Antarctica,H4,43.3 g,-76.71667,159.66667,
Yamato 792939,FALSE,1979,Antarctica,H5,41.5 g,-76.71667,159.66667,
Yamato 792940,FALSE,1979,Antarctica,H4,24.1 g,-76.71667,159.66667,
Yamato 792941,FALSE,1979,Antarctica,H4,8.4 g,-76.71667,159.66667,
Yamato 792942,FALSE,1979,Antarctica,H5,7.9 g,-76.71667,159.66667,
Yamato 792943,FALSE,1979,Antarctica,H4,12.4 g,-76.71667,159.66667,
Yamato 792944,FALSE,1979,Antarctica,L6,49.5 g,-76.71667,159.66667,
Yamato 792945,FALSE,1979,Antarctica,L6,15 g,-76.71667,159.66667,
Yamato 792946,FALSE,1979,Antarctica,L6,2.8 g,-76.71667,159.66667,
Yamato 792947,FALSE,1979,Antarctica,H3.2-an,233 g,-76.71667,159.66667,
Yamato 792948,FALSE,1979,Antarctica,H6,39.6 g,-76.71667,159.66667,
Yamato 792949,FALSE,1979,Antarctica,H4,14 g,-76.71667,159.66667,
Yamato 792950,FALSE,1979,Antarctica,H6,8.8 g,-76.71667,159.66667,
Yamato 792951,FALSE,1979,Antarctica,H6,6.7 g,-76.71667,159.66667,
Yamato 792952,FALSE,1979,Antarctica,H6,6 g,-76.71667,159.66667,
Yamato 792953,FALSE,1979,Antarctica,H6,3.32 g,-76.71667,159.66667,
Yamato 792954,FALSE,1979,Antarctica,H6,1.98 g,-76.71667,159.66667,
Yamato 792955,FALSE,1979,Antarctica,H3,1.13 g,-76.71667,159.66667,
Yamato 792956,FALSE,1979,Antarctica,H6,0.29 g,-76.71667,159.66667,
Yamato 792957,FALSE,1979,Antarctica,H6,0.35 g,-76.71667,159.66667,
Yamato 792958,FALSE,1979,Antarctica,H4,107.3 g,-76.71667,159.66667,
Yamato 792959,FALSE,1979,Antarctica,EH3,36.4 g,-76.71667,159.66667,
Yamato 792960,FALSE,1979,Antarctica,E3,17.7 g,-76.71667,159.66667,
Yamato 792961,FALSE,1979,Antarctica,E3,9.5 g,-76.71667,159.66667,
Yamato 792962,FALSE,1979,Antarctica,E3,5.9 g,-76.71667,159.66667,
Yamato 792963,FALSE,1979,Antarctica,E3,5.9 g,-76.71667,159.66667,
Yamato 792964,FALSE,1979,Antarctica,E3,4.42 g,-76.71667,159.66667,
Yamato 792965,FALSE,1979,Antarctica,E3,5.2 g,-76.71667,159.66667,
Yamato 792966,FALSE,1979,Antarctica,E3,3.65 g,-76.71667,159.66667,
Yamato 792967,FALSE,1979,Antarctica,E3,2.65 g,-76.71667,159.66667,
Yamato 792968,FALSE,1979,Antarctica,E3,2.68 g,-76.71667,159.66667,
Yamato 792969,FALSE,1979,Antarctica,E3,2.57 g,-76.71667,159.66667,
Yamato 792970,FALSE,1979,Antarctica,E3,2.32 g,-76.71667,159.66667,
Yamato 792971,FALSE,1979,Antarctica,E3,2.51 g,-76.71667,159.66667,
Yamato 792972,FALSE,1979,Antarctica,E3,2.25 g,-76.71667,159.66667,
Yamato 792973,FALSE,1979,Antarctica,E3,2.04 g,-76.71667,159.66667,
Yamato 792974,FALSE,1979,Antarctica,E3,1.91 g,-76.71667,159.66667,
Yamato 792975,FALSE,1979,Antarctica,E3,3.31 g,-76.71667,159.66667,
Yamato 792976,FALSE,1979,Antarctica,E3,1.63 g,-76.71667,159.66667,
Yamato 792977,FALSE,1979,Antarctica,E3,2.16 g,-76.71667,159.66667,
Yamato 792978,FALSE,1979,Antarctica,E3,1.25 g,-76.71667,159.66667,
Yamato 792979,FALSE,1979,Antarctica,E3,3.24 g,-76.71667,159.66667,
Yamato 792980,FALSE,1979,Antarctica,E3,2.69 g,-76.71667,159.66667,
Yamato 792981,FALSE,1979,Antarctica,E3,2.07 g,-76.71667,159.66667,
Yamato 792982,FALSE,1979,Antarctica,E3,2.15 g,-76.71667,159.66667,
Yamato 792983,FALSE,1979,Antarctica,E3,1.71 g,-76.71667,159.66667,
Yamato 792984,FALSE,1979,Antarctica,E3,1.28 g,-76.71667,159.66667,
Yamato 792985,FALSE,1979,Antarctica,E3,1.62 g,-76.71667,159.66667,
Yamato 792986,FALSE,1979,Antarctica,E3,0.97 g,-76.71667,159.66667,
Yamato 792987,FALSE,1979,Antarctica,E3,1.66 g,-76.71667,159.66667,
Yamato 792988,FALSE,1979,Antarctica,E3,1.18 g,-76.71667,159.66667,
Yamato 792989,FALSE,1979,Antarctica,E3,1.3 g,-76.71667,159.66667,
Yamato 792990,FALSE,1979,Antarctica,E3,1.62 g,-76.71667,159.66667,
Yamato 792991,FALSE,1979,Antarctica,E3,1.77 g,-76.71667,159.66667,
Yamato 792992,FALSE,1979,Antarctica,E3,1.29 g,-76.71667,159.66667,
Yamato 792993,FALSE,1979,Antarctica,E3,1.45 g,-76.71667,159.66667,
Yamato 792994,FALSE,1979,Antarctica,E3,1.55 g,-76.71667,159.66667,
Yamato 792995,FALSE,1979,Antarctica,E3,2.16 g,-76.71667,159.66667,
Yamato 792996,FALSE,1979,Antarctica,E3,0.68 g,-76.71667,159.66667,
Yamato 792997,FALSE,1979,Antarctica,E3,2.44 g,-76.71667,159.66667,
Yamato 792998,FALSE,1979,Antarctica,E3,1.94 g,-76.71667,159.66667,
Yamato 792999,FALSE,1979,Antarctica,E3,1.58 g,-76.71667,159.66667,
Yamato 793000,FALSE,1979,Antarctica,E3,2 g,-76.71667,159.66667,
Yamato 793001,FALSE,1979,Antarctica,E3,1.1 g,-76.71667,159.66667,
Yamato 793002,FALSE,1979,Antarctica,E3,1.61 g,-76.71667,159.66667,
Yamato 793003,FALSE,1979,Antarctica,E3,1.62 g,-76.71667,159.66667,
Yamato 793004,FALSE,1979,Antarctica,E3,0.94 g,-76.71667,159.66667,
Yamato 793005,FALSE,1979,Antarctica,E3,1.23 g,-76.71667,159.66667,
Yamato 793006,FALSE,1979,Antarctica,E3,1.35 g,-76.71667,159.66667,
Yamato 793007,FALSE,1979,Antarctica,E3,1.07 g,-76.71667,159.66667,
Yamato 793008,FALSE,1979,Antarctica,E3,1.34 g,-76.71667,159.66667,
Yamato 793009,FALSE,1979,Antarctica,E3,1.86 g,-76.71667,159.66667,
Yamato 793010,FALSE,1979,Antarctica,E3,0.97 g,-76.71667,159.66667,
Yamato 793011,FALSE,1979,Antarctica,E3,1.67 g,-76.71667,159.66667,
Yamato 793012,FALSE,1979,Antarctica,E3,1.52 g,-76.71667,159.66667,
Yamato 793013,FALSE,1979,Antarctica,E3,1.31 g,-76.71667,159.66667,
Yamato 793014,FALSE,1979,Antarctica,E3,0.8 g,-76.71667,159.66667,
Yamato 793015,FALSE,1979,Antarctica,E3,1.44 g,-76.71667,159.66667,
Yamato 793016,FALSE,1979,Antarctica,E3,1.1 g,-76.71667,159.66667,
Yamato 793017,FALSE,1979,Antarctica,E3,1.36 g,-76.71667,159.66667,
Yamato 793018,FALSE,1979,Antarctica,E3,1.55 g,-76.71667,159.66667,
Yamato 793019,FALSE,1979,Antarctica,E3,1.17 g,-76.71667,159.66667,
Yamato 793020,FALSE,1979,Antarctica,E3,0.87 g,-76.71667,159.66667,
Yamato 793021,FALSE,1979,Antarctica,E3,1.36 g,-76.71667,159.66667,
Yamato 793022,FALSE,1979,Antarctica,E3,1.46 g,-76.71667,159.66667,
Yamato 793023,FALSE,1979,Antarctica,E3,1.09 g,-76.71667,159.66667,
Yamato 793024,FALSE,1979,Antarctica,E3,1.14 g,-76.71667,159.66667,
Yamato 793025,FALSE,1979,Antarctica,E3,1.03 g,-76.71667,159.66667,
Yamato 793026,FALSE,1979,Antarctica,E3,0.99 g,-76.71667,159.66667,
Yamato 793027,FALSE,1979,Antarctica,E3,0.73 g,-76.71667,159.66667,
Yamato 793028,FALSE,1979,Antarctica,E3,0.85 g,-76.71667,159.66667,
Yamato 793029,FALSE,1979,Antarctica,E3,1.19 g,-76.71667,159.66667,
Yamato 793030,FALSE,1979,Antarctica,E3,0.99 g,-76.71667,159.66667,
Yamato 793031,FALSE,1979,Antarctica,E3,0.91 g,-76.71667,159.66667,
Yamato 793032,FALSE,1979,Antarctica,E3,0.89 g,-76.71667,159.66667,
Yamato 793033,FALSE,1979,Antarctica,E3,0.69 g,-76.71667,159.66667,
Yamato 793034,FALSE,1979,Antarctica,E3,1.34 g,-76.71667,159.66667,
Yamato 793035,FALSE,1979,Antarctica,E3,0.93 g,-76.71667,159.66667,
Yamato 793036,FALSE,1979,Antarctica,E3,1.2 g,-76.71667,159.66667,
Yamato 793037,FALSE,1979,Antarctica,E3,0.96 g,-76.71667,159.66667,
Yamato 793038,FALSE,1979,Antarctica,E3,0.82 g,-76.71667,159.66667,
Yamato 793039,FALSE,1979,Antarctica,E3,1.17 g,-76.71667,159.66667,
Yamato 793040,FALSE,1979,Antarctica,E3,0.72 g,-76.71667,159.66667,
Yamato 793041,FALSE,1979,Antarctica,E3,0.85 g,-76.71667,159.66667,
Yamato 793042,FALSE,1979,Antarctica,E3,0.85 g,-76.71667,159.66667,
Yamato 793043,FALSE,1979,Antarctica,E3,0.78 g,-76.71667,159.66667,
Yamato 793044,FALSE,1979,Antarctica,E3,1 g,-76.71667,159.66667,
Yamato 793045,FALSE,1979,Antarctica,E3,0.94 g,-76.71667,159.66667,
Yamato 793046,FALSE,1979,Antarctica,E3,0.97 g,-76.71667,159.66667,
Yamato 793047,FALSE,1979,Antarctica,E3,1.01 g,-76.71667,159.66667,
Yamato 793048,FALSE,1979,Antarctica,E3,1.04 g,-76.71667,159.66667,
Yamato 793049,FALSE,1979,Antarctica,E3,0.99 g,-76.71667,159.66667,
Yamato 793050,FALSE,1979,Antarctica,E3,0.99 g,-76.71667,159.66667,
Yamato 793051,FALSE,1979,Antarctica,E3,0.95 g,-76.71667,159.66667,
Yamato 793052,FALSE,1979,Antarctica,E3,0.71 g,-76.71667,159.66667,
Yamato 793053,FALSE,1979,Antarctica,E3,0.8 g,-76.71667,159.66667,
Yamato 793054,FALSE,1979,Antarctica,E3,0.75 g,-76.71667,159.66667,
Yamato 793055,FALSE,1979,Antarctica,E3,0.77 g,-76.71667,159.66667,
Yamato 793056,FALSE,1979,Antarctica,E3,0.86 g,-76.71667,159.66667,
Yamato 793057,FALSE,1979,Antarctica,E3,0.87 g,-76.71667,159.66667,
Yamato 793058,FALSE,1979,Antarctica,E3,0.77 g,-76.71667,159.66667,
Yamato 793059,FALSE,1979,Antarctica,E3,0.78 g,-76.71667,159.66667,
Yamato 793060,FALSE,1979,Antarctica,E3,0.91 g,-76.71667,159.66667,
Yamato 793061,FALSE,1979,Antarctica,E3,0.56 g,-76.71667,159.66667,
Yamato 793062,FALSE,1979,Antarctica,E3,0.67 g,-76.71667,159.66667,
Yamato 793063,FALSE,1979,Antarctica,E3,0.79 g,-76.71667,159.66667,
Yamato 793064,FALSE,1979,Antarctica,E3,0.7 g,-76.71667,159.66667,
Yamato 793065,FALSE,1979,Antarctica,E3,0.91 g,-76.71667,159.66667,
Yamato 793066,FALSE,1979,Antarctica,E3,0.73 g,-76.71667,159.66667,
Yamato 793067,FALSE,1979,Antarctica,E3,0.71 g,-76.71667,159.66667,
Yamato 793068,FALSE,1979,Antarctica,E3,0.7 g,-76.71667,159.66667,
Yamato 793069,FALSE,1979,Antarctica,E3,0.86 g,-76.71667,159.66667,
Yamato 793070,FALSE,1979,Antarctica,E3,0.81 g,-76.71667,159.66667,
Yamato 793071,FALSE,1979,Antarctica,E3,0.97 g,-76.71667,159.66667,
Yamato 793072,FALSE,1979,Antarctica,E3,0.79 g,-76.71667,159.66667,
Yamato 793073,FALSE,1979,Antarctica,E3,0.66 g,-76.71667,159.66667,
Yamato 793074,FALSE,1979,Antarctica,E3,0.47 g,-76.71667,159.66667,
Yamato 793075,FALSE,1979,Antarctica,E3,0.62 g,-76.71667,159.66667,
Yamato 793076,FALSE,1979,Antarctica,E3,0.94 g,-76.71667,159.66667,
Yamato 793077,FALSE,1979,Antarctica,E3,0.89 g,-76.71667,159.66667,
Yamato 793078,FALSE,1979,Antarctica,E3,0.63 g,-76.71667,159.66667,
Yamato 793079,FALSE,1979,Antarctica,E3,0.65 g,-76.71667,159.66667,
Yamato 793080,FALSE,1979,Antarctica,E3,0.68 g,-76.71667,159.66667,
Yamato 793081,FALSE,1979,Antarctica,E3,0.79 g,-76.71667,159.66667,
Yamato 793082,FALSE,1979,Antarctica,E3,0.7 g,-76.71667,159.66667,
Yamato 793083,FALSE,1979,Antarctica,E3,0.7 g,-76.71667,159.66667,
Yamato 793084,FALSE,1979,Antarctica,E3,0.72 g,-76.71667,159.66667,
Yamato 793085,FALSE,1979,Antarctica,E3,0.71 g,-76.71667,159.66667,
Yamato 793086,FALSE,1979,Antarctica,E3,0.63 g,-76.71667,159.66667,
Yamato 793087,FALSE,1979,Antarctica,E3,0.62 g,-76.71667,159.66667,
Yamato 793088,FALSE,1979,Antarctica,E3,0.72 g,-76.71667,159.66667,
Yamato 793089,FALSE,1979,Antarctica,E3,0.71 g,-76.71667,159.66667,
Yamato 793090,FALSE,1979,Antarctica,E3,0.61 g,-76.71667,159.66667,
Yamato 793091,FALSE,1979,Antarctica,E3,0.56 g,-76.71667,159.66667,
Yamato 793092,FALSE,1979,Antarctica,E3,0.81 g,-76.71667,159.66667,
Yamato 793093,FALSE,1979,Antarctica,E3,0.78 g,-76.71667,159.66667,
Yamato 793094,FALSE,1979,Antarctica,E3,0.47 g,-76.71667,159.66667,
Yamato 793095,FALSE,1979,Antarctica,E3,0.54 g,-76.71667,159.66667,
Yamato 793096,FALSE,1979,Antarctica,E3,0.57 g,-76.71667,159.66667,
Yamato 793097,FALSE,1979,Antarctica,E3,0.53 g,-76.71667,159.66667,
Yamato 793098,FALSE,1979,Antarctica,E3,0.41 g,-76.71667,159.66667,
Yamato 793099,FALSE,1979,Antarctica,E3,0.63 g,-76.71667,159.66667,
Yamato 793100,FALSE,1979,Antarctica,E3,0.55 g,-76.71667,159.66667,
Yamato 793101,FALSE,1979,Antarctica,E3,0.5 g,-76.71667,159.66667,
Yamato 793102,FALSE,1979,Antarctica,E3,0.6 g,-76.71667,159.66667,
Yamato 793103,FALSE,1979,Antarctica,E3,0.57 g,-76.71667,159.66667,
Yamato 793104,FALSE,1979,Antarctica,E3,0.44 g,-76.71667,159.66667,
Yamato 793105,FALSE,1979,Antarctica,E3,0.58 g,-76.71667,159.66667,
Yamato 793106,FALSE,1979,Antarctica,E3,0.45 g,-76.71667,159.66667,
Yamato 793107,FALSE,1979,Antarctica,E3,0.53 g,-76.71667,159.66667,
Yamato 793108,FALSE,1979,Antarctica,E3,0.5 g,-76.71667,159.66667,
Yamato 793109,FALSE,1979,Antarctica,E3,0.55 g,-76.71667,159.66667,
Yamato 793110,FALSE,1979,Antarctica,E3,0.68 g,-76.71667,159.66667,
Yamato 793111,FALSE,1979,Antarctica,E3,0.63 g,-76.71667,159.66667,
Yamato 793112,FALSE,1979,Antarctica,E3,0.65 g,-76.71667,159.66667,
Yamato 793113,FALSE,1979,Antarctica,E3,0.55 g,-76.71667,159.66667,
Yamato 793114,FALSE,1979,Antarctica,E3,0.61 g,-76.71667,159.66667,
Yamato 793115,FALSE,1979,Antarctica,E3,0.62 g,-76.71667,159.66667,
Yamato 793116,FALSE,1979,Antarctica,E3,0.46 g,-76.71667,159.66667,
Yamato 793117,FALSE,1979,Antarctica,E3,0.52 g,-76.71667,159.66667,
Yamato 793118,FALSE,1979,Antarctica,E3,0.43 g,-76.71667,159.66667,
Yamato 793119,FALSE,1979,Antarctica,E3,0.68 g,-76.71667,159.66667,
Yamato 793120,FALSE,1979,Antarctica,E3,0.5 g,-76.71667,159.66667,
Yamato 793121,FALSE,1979,Antarctica,E3,0.61 g,-76.71667,159.66667,
Yamato 793122,FALSE,1979,Antarctica,E3,0.38 g,-76.71667,159.66667,
Yamato 793123,FALSE,1979,Antarctica,E3,0.49 g,-76.71667,159.66667,
Yamato 793124,FALSE,1979,Antarctica,E3,0.43 g,-76.71667,159.66667,
Yamato 793125,FALSE,1979,Antarctica,E3,0.51 g,-76.71667,159.66667,
Yamato 793126,FALSE,1979,Antarctica,E3,0.63 g,-76.71667,159.66667,
Yamato 793127,FALSE,1979,Antarctica,E3,0.41 g,-76.71667,159.66667,
Yamato 793128,FALSE,1979,Antarctica,E3,0.47 g,-76.71667,159.66667,
Yamato 793129,FALSE,1979,Antarctica,E3,0.58 g,-76.71667,159.66667,
Yamato 793130,FALSE,1979,Antarctica,E3,0.44 g,-76.71667,159.66667,
Yamato 793131,FALSE,1979,Antarctica,E3,0.55 g,-76.71667,159.66667,
Yamato 793132,FALSE,1979,Antarctica,E3,0.49 g,-76.71667,159.66667,
Yamato 793133,FALSE,1979,Antarctica,E3,0.4 g,-76.71667,159.66667,
Yamato 793134,FALSE,1979,Antarctica,E3,0.44 g,-76.71667,159.66667,
Yamato 793135,FALSE,1979,Antarctica,E3,0.51 g,-76.71667,159.66667,
Yamato 793136,FALSE,1979,Antarctica,E3,0.48 g,-76.71667,159.66667,
Yamato 793137,FALSE,1979,Antarctica,E3,0.43 g,-76.71667,159.66667,
Yamato 793138,FALSE,1979,Antarctica,E3,0.37 g,-76.71667,159.66667,
Yamato 793139,FALSE,1979,Antarctica,E3,0.53 g,-76.71667,159.66667,
Yamato 793140,FALSE,1979,Antarctica,E3,0.59 g,-76.71667,159.66667,
Yamato 793141,FALSE,1979,Antarctica,E3,0.45 g,-76.71667,159.66667,
Yamato 793142,FALSE,1979,Antarctica,E3,0.56 g,-76.71667,159.66667,
Yamato 793143,FALSE,1979,Antarctica,E3,0.47 g,-76.71667,159.66667,
Yamato 793144,FALSE,1979,Antarctica,E3,0.44 g,-76.71667,159.66667,
Yamato 793145,FALSE,1979,Antarctica,E3,0.45 g,-76.71667,159.66667,
Yamato 793146,FALSE,1979,Antarctica,E3,0.46 g,-76.71667,159.66667,
Yamato 793147,FALSE,1979,Antarctica,E3,0.4 g,-76.71667,159.66667,
Yamato 793148,FALSE,1979,Antarctica,E3,0.43 g,-76.71667,159.66667,
Yamato 793149,FALSE,1979,Antarctica,E3,0.45 g,-76.71667,159.66667,
Yamato 793150,FALSE,1979,Antarctica,E3,0.51 g,-76.71667,159.66667,
Yamato 793151,FALSE,1979,Antarctica,E3,0.42 g,-76.71667,159.66667,
Yamato 793152,FALSE,1979,Antarctica,E3,0.45 g,-76.71667,159.66667,
Yamato 793153,FALSE,1979,Antarctica,E3,0.47 g,-76.71667,159.66667,
Yamato 793154,FALSE,1979,Antarctica,E3,0.39 g,-76.71667,159.66667,
Yamato 793155,FALSE,1979,Antarctica,E3,0.56 g,-76.71667,159.66667,
Yamato 793156,FALSE,1979,Antarctica,E3,0.44 g,-76.71667,159.66667,
Yamato 793157,FALSE,1979,Antarctica,E3,0.52 g,-76.71667,159.66667,
Yamato 793158,FALSE,1979,Antarctica,E3,0.41 g,-76.71667,159.66667,
Yamato 793159,FALSE,1979,Antarctica,E3,0.3 g,-76.71667,159.66667,
Yamato 793160,FALSE,1979,Antarctica,E3,0.34 g,-76.71667,159.66667,
Yamato 793161,FALSE,1979,Antarctica,E3,37.6 g,-76.71667,159.66667,
Yamato 793162,FALSE,1979,Antarctica,Doubtful meteorite,0.25 g,-76.71667,159.66667,
Yamato 793163,FALSE,1979,Antarctica,Doubtful meteorite,0.22 g,-76.71667,159.66667,
Yamato 793164,FALSE,1979,Antarctica,Eucrite-pmict,123.9 g,-76.71667,159.66667,
